"","X","Institution","Specimen.ID","Specimen.sex","Collection.date..Julian.date.","Collection.year","dDFur","Source","Species","InstitutionCode","specID","key","scientificName","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","individualCount","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","continent","stateProvince","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","class","countryCode","country","recordNumber","identifier","higherGeography","institutionID","verbatimEventDate","endDayOfYear","locality","datasetName","collectionCode","gbifID","occurrenceID","type","preparations","catalogNumber","recordedBy","institutionCode","startDayOfYear","occurrenceRemarks","higherClassification","name","sex","county","elevation","habitat","lifeStage","decimalLatitude","decimalLongitude","modified","geodeticDatum","rightsHolder","georeferencedBy","georeferenceProtocol","language","verbatimLocality","locationRemarks","accessRights","collectionID","georeferenceSources","georeferencedDate","coordinateUncertaintyInMeters","reproductiveCondition","establishmentMeans","references","nomenclaturalCode","occurrenceStatus","bibliographicCitation","georeferenceVerificationStatus","fieldNumber","organismID","ownerInstitutionCode","datasetID","ADDRESS","lon","lat","address"
"26",26,"Smithsonian National Museum of Natural History (NMNH, specimens identified as USNM)","USNM94341","male",154,1897,-114,"Fraser","Lasionycteris noctivagans","USNM",94341,1317429358,"Lasionycteris noctivagans (Le Conte, 1831)",NA,"821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2020-02-13T20:47:16.281+0000","2020-02-13T22:08:35.721+0000",135,"none","PRESERVED_SPECIMEN",1,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","British Columbia",1897,6,3,"1897-06-03T00:00:00","2020-02-13T22:08:35.721+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","Mammalia","CA","Canada","895","http://n2t.net/ark:/65665/30a0ae0a6-b224-4f14-9229-015bfa8a2e76","North America, Canada, British Columbia","http://biocol.org/urn:lsid:biocol.org:col:34871","3 Jun 1897",154,"Sumas","NMNH Extant Biology","Mammals",1317429358,"http://n2t.net/ark:/65665/30a0ae0a6-b224-4f14-9229-015bfa8a2e76","PhysicalObject","Skin; Skull",94341,"A. Brooks","USNM",154,"Item was destructively sampled for isotopic analysis. Tissue and/or parts were sent to Erin Fraser, Western University - Biological and Geological Sciences Building, on 25 Jun 2013. For reference, see Transaction No. 2064659","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Vespertilionidae, Myotinae","Lasionycteris noctivagans (Le Conte, 1831)","MALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sumas, British Columbia, CA",-122.1275,49.1205555,"sumas peak, fraser valley h, bc v3g 2t2, canada"
"27",27,"Smithsonian National Museum of Natural History (NMNH, specimens identified as USNM)","USNM125364","female",134,1903,-79,"Fraser","Lasionycteris noctivagans","USNM",125364,1321691149,"Lasionycteris noctivagans (Le Conte, 1831)",NA,"821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2020-02-13T20:47:16.281+0000","2020-02-13T22:08:27.463+0000",135,"none","PRESERVED_SPECIMEN",1,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","Minnesota",1903,5,14,"1903-05-14T00:00:00","2020-02-13T22:08:27.463+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","Mammalia","US","United States of America","195","http://n2t.net/ark:/65665/3c682c943-f8b4-4a38-94f0-8810a410f9ee","North America, United States, Minnesota","http://biocol.org/urn:lsid:biocol.org:col:34871","14 May 1903",134,"Fort Snelling","NMNH Extant Biology","Mammals",1321691149,"http://n2t.net/ark:/65665/3c682c943-f8b4-4a38-94f0-8810a410f9ee","PhysicalObject","Skin; Skull",125364,"L. Mearns","USNM",134,"Item was destructively sampled for isotopic analysis. Tissue and/or parts were sent to Erin Fraser, Western University - Biological and Geological Sciences Building, on 25 Jun 2013. For reference, see Transaction No. 2064659","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Vespertilionidae, Myotinae","Lasionycteris noctivagans (Le Conte, 1831)","FEMALE",NA,NA,NA,"ADULT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fort Snelling, Minnesota, US",-93.2131232,44.8755939,"fort snelling unorganized territory, mn, usa"
"28",28,"Smithsonian National Museum of Natural History (NMNH, specimens identified as USNM)","USNM169220","female",170,1910,-115,"Fraser","Lasionycteris noctivagans","USNM",169220,1320161576,"Lasionycteris noctivagans (Le Conte, 1831)",NA,"821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2020-02-13T20:47:16.281+0000","2020-02-13T22:08:43.702+0000",135,"none","PRESERVED_SPECIMEN",1,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","Montana",1910,6,19,"1910-06-19T00:00:00","2020-02-13T22:08:43.702+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","Mammalia","US","United States of America","1215","http://n2t.net/ark:/65665/382e32f71-5c4e-48e3-9948-bf0c8db1e355","North America, United States, Montana","http://biocol.org/urn:lsid:biocol.org:col:34871","19 Jun 1910",170,"Florence, 2 Mi SW","NMNH Extant Biology","Mammals",1320161576,"http://n2t.net/ark:/65665/382e32f71-5c4e-48e3-9948-bf0c8db1e355","PhysicalObject","Skin; Skull",169220,"C. Birdseye","USNM",170,"Item was destructively sampled for isotopic analysis. Tissue and/or parts were sent to Erin Fraser, Western University - Biological and Geological Sciences Building, on 25 Jun 2013. For reference, see Transaction No. 2064659","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Vespertilionidae, Myotinae","Lasionycteris noctivagans (Le Conte, 1831)","FEMALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Florence, Montana, US",-114.0788985,46.6316893,"florence, mt 59833, usa"
"29",29,"Smithsonian National Museum of Natural History (NMNH, specimens identified as USNM)","USNM178453","female",102,1912,-73,"Fraser","Lasionycteris noctivagans","USNM",178453,1322549138,"Lasionycteris noctivagans (Le Conte, 1831)",NA,"821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2020-02-13T20:47:16.281+0000","2020-02-13T22:08:57.117+0000",135,"none","PRESERVED_SPECIMEN",1,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","Alabama",1912,4,11,"1912-04-11T00:00:00","2020-02-13T22:08:57.117+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","Mammalia","US","United States of America","1990","http://n2t.net/ark:/65665/3ec8406ec-d24c-46fe-9798-e547f003859e","North America, United States, Alabama","http://biocol.org/urn:lsid:biocol.org:col:34871","11 Apr 1912",102,"Squaw Shoals, Warrior River","NMNH Extant Biology","Mammals",1322549138,"http://n2t.net/ark:/65665/3ec8406ec-d24c-46fe-9798-e547f003859e","PhysicalObject","Skin; Skull",178453,"A. Howell","USNM",102,"Item was destructively sampled for isotopic analysis. Tissue and/or parts were sent to Erin Fraser, Western University - Biological and Geological Sciences Building, on 25 Jun 2013. For reference, see Transaction No. 2064659","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Vespertilionidae, Myotinae","Lasionycteris noctivagans (Le Conte, 1831)","FEMALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33.464000, -87.351389",-87.3590692,33.4627707,"19206 co rd 38, northport, al 35475, usa"
"30",30,"Smithsonian National Museum of Natural History (NMNH, specimens identified as USNM)","USNM187528","female",214,1884,-78,"Fraser","Lasionycteris noctivagans","USNM",187528,1319388619,"Lasionycteris noctivagans (Le Conte, 1831)",NA,"821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2020-02-13T20:47:16.281+0000","2020-02-13T22:08:26.093+0000",135,"none","PRESERVED_SPECIMEN",1,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","New York",1884,8,1,"1884-08-01T00:00:00","2020-02-13T22:08:26.093+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","Mammalia","US","United States of America","214","http://n2t.net/ark:/65665/360b8b9a9-22ec-4df1-a516-754e3aeeb746","North America, United States, New York, Lewis County","http://biocol.org/urn:lsid:biocol.org:col:34871","1 Aug 1884",214,"Locust Grove","NMNH Extant Biology","Mammals",1319388619,"http://n2t.net/ark:/65665/360b8b9a9-22ec-4df1-a516-754e3aeeb746","PhysicalObject","Skin",187528,"C. Merriam","USNM",214,"Item was destructively sampled for isotopic analysis. Tissue and/or parts were sent to Erin Fraser, Western University - Biological and Geological Sciences Building, on 25 Jun 2013. For reference, see Transaction No. 2064659","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Vespertilionidae, Myotinae","Lasionycteris noctivagans (Le Conte, 1831)","FEMALE","Lewis County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Locust Grove, Lewis County  County, New York, US",-75.3743421,43.5634025,"locust grove, leyden, ny 13325, usa"
"31",31,"Smithsonian National Museum of Natural History (NMNH, specimens identified as USNM)","USNM187578","female",108,1886,-66,"Fraser","Lasionycteris noctivagans","USNM",187578,1317735024,"Lasionycteris noctivagans (Le Conte, 1831)",NA,"821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2020-02-13T20:47:16.281+0000","2020-02-13T22:08:38.733+0000",135,"none","PRESERVED_SPECIMEN",1,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","North Carolina",1886,4,18,"1886-04-18T00:00:00","2020-02-13T22:08:38.733+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","Mammalia","US","United States of America","48","http://n2t.net/ark:/65665/3178be7e2-e252-4a9a-95a0-9136bae05c27","North America, United States, North Carolina","http://biocol.org/urn:lsid:biocol.org:col:34871","18 Apr 1886",108,"Highlands","NMNH Extant Biology","Mammals",1317735024,"http://n2t.net/ark:/65665/3178be7e2-e252-4a9a-95a0-9136bae05c27","PhysicalObject","Skin",187578,"C. Boynton","USNM",108,"Item was destructively sampled for isotopic analysis. Tissue and/or parts were sent to Erin Fraser, Western University - Biological and Geological Sciences Building, on 25 Jun 2013. For reference, see Transaction No. 2064659","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Vespertilionidae, Myotinae","Lasionycteris noctivagans (Le Conte, 1831)","FEMALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Highlands, North Carolina, US",-83.1968173,35.0525909,"highlands, nc 28741, usa"
"32",32,"Smithsonian National Museum of Natural History (NMNH, specimens identified as USNM)","USNM207449","female",162,1915,-102,"Fraser","Lasionycteris noctivagans","USNM",207449,1321313645,"Lasionycteris noctivagans (Le Conte, 1831)",NA,"821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2020-02-13T20:47:16.281+0000","2020-02-13T22:08:41.539+0000",135,"none","PRESERVED_SPECIMEN",1,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","North Dakota",1915,6,11,"1915-06-11T00:00:00","2020-02-13T22:08:41.539+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","Mammalia","US","United States of America","29","http://n2t.net/ark:/65665/3b5d26905-3177-49ab-8915-d46c92178a95","North America, United States, North Dakota","http://biocol.org/urn:lsid:biocol.org:col:34871","11 Jun 1915",162,"Grafton","NMNH Extant Biology","Mammals",1321313645,"http://n2t.net/ark:/65665/3b5d26905-3177-49ab-8915-d46c92178a95","PhysicalObject","Skin; Skull",207449,"A. Kellogg","USNM",162,"Item was destructively sampled for isotopic analysis. Tissue and/or parts were sent to Erin Fraser, Western University - Biological and Geological Sciences Building, on 25 Jun 2013. For reference, see Transaction No. 2064659","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Vespertilionidae, Myotinae","Lasionycteris noctivagans (Le Conte, 1831)","FEMALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grafton, North Dakota, US",-97.410634,48.4122107,"grafton, nd 58237, usa"
"33",33,"Smithsonian National Museum of Natural History (NMNH, specimens identified as USNM)","USNM226405","female",181,1917,-80,"Fraser","Lasionycteris noctivagans","USNM",226405,1321145543,"Lasionycteris noctivagans (Le Conte, 1831)",NA,"821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2020-02-13T20:47:16.281+0000","2020-02-13T22:08:46.919+0000",135,"none","PRESERVED_SPECIMEN",1,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","North Dakota",1917,6,30,"1917-06-30T00:00:00","2020-02-13T22:08:46.919+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","Mammalia","US","United States of America","No Number","http://n2t.net/ark:/65665/3ae60c484-0b87-4139-a882-9c7ac1eaf633","North America, United States, North Dakota","http://biocol.org/urn:lsid:biocol.org:col:34871","30 Jun 1917",181,"Grafton","NMNH Extant Biology","Mammals",1321145543,"http://n2t.net/ark:/65665/3ae60c484-0b87-4139-a882-9c7ac1eaf633","PhysicalObject","Skin; Skull",226405,"H. Williams","USNM",181,"Item was destructively sampled for isotopic analysis. Tissue and/or parts were sent to Erin Fraser, Western University - Biological and Geological Sciences Building, on 25 Jun 2013. For reference, see Transaction No. 2064659","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Vespertilionidae, Myotinae","Lasionycteris noctivagans (Le Conte, 1831)","FEMALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grafton, North Dakota, US",-97.410634,48.4122107,"grafton, nd 58237, usa"
"34",34,"Smithsonian National Museum of Natural History (NMNH, specimens identified as USNM)","USNM238136","female",4,1922,-68,"Fraser","Lasionycteris noctivagans","USNM",238136,1321197594,"Lasionycteris noctivagans (Le Conte, 1831)",NA,"821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2020-02-13T20:47:16.281+0000","2020-02-13T22:08:27.201+0000",135,"none","PRESERVED_SPECIMEN",1,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","New Jersey",1922,1,4,"1922-01-04T00:00:00","2020-02-13T22:08:27.201+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","Mammalia","US","United States of America","No Number","http://n2t.net/ark:/65665/3b0af4847-3d40-41b2-858f-9f3eee4036c6","North America, United States, New Jersey, Cumberland County","http://biocol.org/urn:lsid:biocol.org:col:34871","4 Jan 1922",4,"Vineland","NMNH Extant Biology","Mammals",1321197594,"http://n2t.net/ark:/65665/3b0af4847-3d40-41b2-858f-9f3eee4036c6","PhysicalObject","Skin; Skull",238136,"C. Lafferty","USNM",4,"Item was destructively sampled for isotopic analysis. Tissue and/or parts were sent to Erin Fraser, Western University - Biological and Geological Sciences Building, on 25 Jun 2013. For reference, see Transaction No. 2064659","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Vespertilionidae, Myotinae","Lasionycteris noctivagans (Le Conte, 1831)","FEMALE","Cumberland County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vineland, Cumberland County  County, New Jersey, US",-75.0259637,39.4863773,"vineland, nj, usa"
"35",35,"Smithsonian National Museum of Natural History (NMNH, specimens identified as USNM)","USNM248262","female",123,1928,-75,"Fraser","Lasionycteris noctivagans","USNM",248262,1317971807,"Lasionycteris noctivagans (Le Conte, 1831)",NA,"821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2020-02-13T20:47:16.281+0000","2020-02-13T22:08:22.355+0000",135,"none","PRESERVED_SPECIMEN",1,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","North Carolina",1928,5,2,"1928-05-02T00:00:00","2020-02-13T22:08:22.355+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","Mammalia","US","United States of America","2551","http://n2t.net/ark:/65665/3220460b7-46b0-41a5-ba12-8b1af9359d6c","North America, United States, North Carolina","http://biocol.org/urn:lsid:biocol.org:col:34871","2 May 1928",123,"Pisgah Forest, Bent Creek Experimental Station","NMNH Extant Biology","Mammals",1317971807,"http://n2t.net/ark:/65665/3220460b7-46b0-41a5-ba12-8b1af9359d6c","PhysicalObject","Skin; Skull",248262,"A. Howell","USNM",123,"Item was destructively sampled for isotopic analysis. Tissue and/or parts were sent to Erin Fraser, Western University - Biological and Geological Sciences Building, on 25 Jun 2013. For reference, see Transaction No. 2064659","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Vespertilionidae, Myotinae","Lasionycteris noctivagans (Le Conte, 1831)","FEMALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pisgah Forest, Bent Creek Experimental Station, North Carolina, US",-82.6617931,35.4742776,"bent creek experimental forest, avery creek, nc 28806, usa"
"36",36,"Smithsonian National Museum of Natural History (NMNH, specimens identified as USNM)","USNM249364","female",290,1918,-67,"Fraser","Lasionycteris noctivagans","USNM",249364,1320278193,"Lasionycteris noctivagans (Le Conte, 1831)",NA,"821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2020-02-13T20:47:16.281+0000","2020-02-13T22:08:27.386+0000",135,"none","PRESERVED_SPECIMEN",1,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","District of Columbia",1918,10,17,"1918-10-17T00:00:00","2020-02-13T22:08:27.386+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","Mammalia","US","United States of America","143","http://n2t.net/ark:/65665/3880bda3a-2bc4-43c9-b749-8b62b6314ecb","North America, United States, District of Columbia","http://biocol.org/urn:lsid:biocol.org:col:34871","17 Oct 1918",290,"Washington, Potomac River","NMNH Extant Biology","Mammals",1320278193,"http://n2t.net/ark:/65665/3880bda3a-2bc4-43c9-b749-8b62b6314ecb","PhysicalObject","Skin; Skull",249364,"A. Hardisty","USNM",290,"Item was destructively sampled for isotopic analysis. Tissue and/or parts were sent to Erin Fraser, Western University - Biological and Geological Sciences Building, on 25 Jun 2013. For reference, see Transaction No. 2064659","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Vespertilionidae, Myotinae","Lasionycteris noctivagans (Le Conte, 1831)","FEMALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington, Potomac River, District of Columbia, US",-77.0368707,38.9071923,"washington, dc, usa"
"37",37,"Smithsonian National Museum of Natural History (NMNH, specimens identified as USNM)","USNM254298","female",275,1899,-60,"Fraser","Lasionycteris noctivagans","USNM",254298,1320216600,"Lasionycteris noctivagans (Le Conte, 1831)",NA,"821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2020-02-13T20:47:16.281+0000","2020-02-13T22:08:48.759+0000",135,"none","PRESERVED_SPECIMEN",1,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","New York",1899,10,2,"1899-10-02T00:00:00","2020-02-13T22:08:48.759+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","Mammalia","US","United States of America","1190","http://n2t.net/ark:/65665/385517a9a-8663-4128-985d-dd5f7a374546","North America, United States, New York","http://biocol.org/urn:lsid:biocol.org:col:34871","2 Oct 1899",275,"West Point","NMNH Extant Biology","Mammals",1320216600,"http://n2t.net/ark:/65665/385517a9a-8663-4128-985d-dd5f7a374546","PhysicalObject","Skin; Skull",254298,"W. Robinson","USNM",275,"Item was destructively sampled for isotopic analysis. Tissue and/or parts were sent to Erin Fraser, Western University - Biological and Geological Sciences Building, on 25 Jun 2013. For reference, see Transaction No. 2064659","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Vespertilionidae, Myotinae","Lasionycteris noctivagans (Le Conte, 1831)","FEMALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Point, New York, US",-73.9559721,41.3914827,"west point, ny, usa"
"38",38,"Smithsonian National Museum of Natural History (NMNH, specimens identified as USNM)","USNM256494","female",241,1931,-71,"Fraser","Lasionycteris noctivagans","USNM",256494,1321640037,"Lasionycteris noctivagans (Le Conte, 1831)",NA,"821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2020-02-13T20:47:16.281+0000","2020-02-13T22:08:48.018+0000",135,"none","PRESERVED_SPECIMEN",1,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","Indiana",1931,8,29,"1931-08-29T00:00:00","2020-02-13T22:08:48.018+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","Mammalia","US","United States of America","No Number","http://n2t.net/ark:/65665/3c43dd852-1a59-410c-95de-693622efefd0","North America, United States, Indiana, Saint Joseph County","http://biocol.org/urn:lsid:biocol.org:col:34871","29 Aug 1931",241,"South Bend","NMNH Extant Biology","Mammals",1321640037,"http://n2t.net/ark:/65665/3c43dd852-1a59-410c-95de-693622efefd0","PhysicalObject","Skin; Skull",256494,"M. Lyon","USNM",241,"Item was destructively sampled for isotopic analysis. Tissue and/or parts were sent to Erin Fraser, Western University - Biological and Geological Sciences Building, on 25 Jun 2013. For reference, see Transaction No. 2064659","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Vespertilionidae, Myotinae","Lasionycteris noctivagans (Le Conte, 1831)","FEMALE","Saint Joseph County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Bend, Saint Joseph County  County, Indiana, US",-86.3376761,41.6228085,"st joseph county, in, usa"
